iteration,rss,elapsed_time,benchmark,tool,trial_id
9,167908,278,sunflow,none,1023
5,415084,348,jython,none,933
6,435344,347,jython,none,933
7,416864,333,jython,none,933
8,436992,345,jython,none,933
9,421480,331,jython,none,933
5,859864,684369,lusearch,mirror-taint,1398
6,899348,639129,lusearch,mirror-taint,1398
7,859648,677305,lusearch,mirror-taint,1398
8,820540,622624,lusearch,mirror-taint,1398
9,813028,618581,lusearch,mirror-taint,1398
5,803924,1462,h2,phosphor,1581
6,801108,1531,h2,phosphor,1581
7,804352,1409,h2,phosphor,1581
8,805428,1234,h2,phosphor,1581
9,813348,1403,h2,phosphor,1581
5,213468,656,xalan,galette,628
6,217880,667,xalan,galette,628
7,238784,626,xalan,galette,628
8,258164,654,xalan,galette,628
9,262596,631,xalan,galette,628
5,308928,129,h2,none,6
6,310104,131,h2,none,6
7,311368,117,h2,none,6
8,313916,134,h2,none,6
9,314460,106,h2,none,6
5,229100,1198,xalan,galette,1216
6,258744,832,xalan,galette,1216
7,248112,723,xalan,galette,1216
8,241332,856,xalan,galette,1216
9,248688,481,xalan,galette,1216
5,691068,9825,h2o,galette,364
6,659868,9973,h2o,galette,364
7,676264,9972,h2o,galette,364
8,696584,9602,h2o,galette,364
9,654216,9821,h2o,galette,364
5,439312,869,fop,phosphor,235
6,445268,827,fop,phosphor,235
7,449436,706,fop,phosphor,235
8,452796,743,fop,phosphor,235
9,455080,698,fop,phosphor,235
5,1552760,4434,tradesoap,galette,1299
6,1554352,4292,tradesoap,galette,1299
7,1571992,4729,tradesoap,galette,1299
8,1575080,4184,tradesoap,galette,1299
9,1580280,5452,tradesoap,galette,1299
5,810064,1252,h2,phosphor,909
6,809024,1179,h2,phosphor,909
7,810472,1070,h2,phosphor,909
8,813188,994,h2,phosphor,909
9,816376,984,h2,phosphor,909
5,663288,2100,tomcat,galette,121
6,652300,2024,tomcat,galette,121
7,689260,1943,tomcat,galette,121
8,728044,2152,tomcat,galette,121
9,747748,1760,tomcat,galette,121
5,320600,4093,sunflow,galette,288
6,328852,4091,sunflow,galette,288
7,337072,4140,sunflow,galette,288
8,339616,4050,sunflow,galette,288
9,444916,4153,sunflow,galette,288
5,3856300,1378685,zxing,mirror-taint,650
6,4288816,1356549,zxing,mirror-taint,650
7,4664712,1346759,zxing,mirror-taint,650
8,3581604,1332403,zxing,mirror-taint,650
9,3637912,1328409,zxing,mirror-taint,650
5,535480,3701,batik,galette,946
6,542248,3152,batik,galette,946
7,575540,2969,batik,galette,946
8,576448,2967,batik,galette,946
9,627312,2971,batik,galette,946
5,335396,184,h2,none,1602
6,334820,180,h2,none,1602
7,336140,139,h2,none,1602
8,334880,115,h2,none,1602
9,339336,133,h2,none,1602
5,634712,518,tradesoap,none,774
6,635692,492,tradesoap,none,774
7,636592,495,tradesoap,none,774
8,637048,531,tradesoap,none,774
9,638040,405,tradesoap,none,774
5,2195952,1450356,avrora,mirror-taint,462
6,2673120,1427662,avrora,mirror-taint,462
7,2300480,1408775,avrora,mirror-taint,462
8,2184404,1452469,avrora,mirror-taint,462
9,2254284,1370569,avrora,mirror-taint,462
5,288792,417,tomcat,none,1108
6,280392,407,tomcat,none,1108
7,290396,435,tomcat,none,1108
8,280696,393,tomcat,none,1108
9,293716,423,tomcat,none,1108
5,213160,593,batik,none,1177
6,232364,922,batik,none,1177
7,234216,748,batik,none,1177
8,251860,673,batik,none,1177
9,260728,436,batik,none,1177
5,2575316,787906,batik,mirror-taint,547
6,2856840,788858,batik,mirror-taint,547
7,2308936,788029,batik,mirror-taint,547
8,2113524,789496,batik,mirror-taint,547
9,2024436,790135,batik,mirror-taint,547
5,372156,2323,biojava,phosphor,989
6,394712,2658,biojava,phosphor,989
7,378808,2357,biojava,phosphor,989
8,399688,2744,biojava,phosphor,989
9,403052,2352,biojava,phosphor,989
5,842180,324086,biojava,mirror-taint,296
6,865320,324167,biojava,mirror-taint,296
7,902512,328254,biojava,mirror-taint,296
8,867732,322663,biojava,mirror-taint,296
9,911548,324084,biojava,mirror-taint,296
5,217060,256,lusearch,none,432
6,215316,169,lusearch,none,432
7,226000,133,lusearch,none,432
8,227352,144,lusearch,none,432
9,222604,147,lusearch,none,432
5,668100,690,tradesoap,none,1026
6,668416,603,tradesoap,none,1026
7,668692,542,tradesoap,none,1026
8,669364,554,tradesoap,none,1026
9,670220,585,tradesoap,none,1026
5,370200,6290,sunflow,phosphor,1590
6,369324,6223,sunflow,phosphor,1590
7,364768,6561,sunflow,phosphor,1590
8,362376,6356,sunflow,phosphor,1590
9,366220,6179,sunflow,phosphor,1590
5,368032,927,xalan,phosphor,1594
6,368804,926,xalan,phosphor,1594
7,369196,806,xalan,phosphor,1594
8,369556,668,xalan,phosphor,1594
9,369912,662,xalan,phosphor,1594
5,276068,1001,zxing,galette,1553
6,285564,1000,zxing,galette,1553
7,281732,890,zxing,galette,1553
8,289124,870,zxing,galette,1553
9,281828,807,zxing,galette,1553
5,512508,3810,batik,galette,274
6,587528,3443,batik,galette,274
7,588292,3438,batik,galette,274
8,645016,3291,batik,galette,274
9,609636,3120,batik,galette,274
5,358428,5634,sunflow,phosphor,1506
6,355168,5944,sunflow,phosphor,1506
7,356788,5862,sunflow,phosphor,1506
8,366436,6081,sunflow,phosphor,1506
9,352932,6096,sunflow,phosphor,1506
5,348484,5295,sunflow,phosphor,162
6,352332,5171,sunflow,phosphor,162
7,355820,5115,sunflow,phosphor,162
8,364288,5176,sunflow,phosphor,162
9,349548,5094,sunflow,phosphor,162
5,1478900,4138,tradesoap,galette,39
6,1517356,4043,tradesoap,galette,39
7,1534488,3850,tradesoap,galette,39
8,1536208,3907,tradesoap,galette,39
9,1537904,4050,tradesoap,galette,39
5,561624,4529,jme,phosphor,575
6,563216,3764,jme,phosphor,575
7,573596,4456,jme,phosphor,575
8,612504,3956,jme,phosphor,575
9,612696,3712,jme,phosphor,575
5,120348,2396,avrora,none,1176
6,120388,2423,avrora,none,1176
7,152916,2442,avrora,none,1176
8,115868,2405,avrora,none,1176
9,111784,2396,avrora,none,1176
5,1365968,1703,tradebeans,galette,794
6,1366644,1469,tradebeans,galette,794
7,1367256,1510,tradebeans,galette,794
8,1367572,1305,tradebeans,galette,794
9,1368120,1361,tradebeans,galette,794
5,466568,799,fop,phosphor,487
6,471032,872,fop,phosphor,487
7,474368,774,fop,phosphor,487
8,477992,708,fop,phosphor,487
9,483040,737,fop,phosphor,487
5,618004,6766,jme,phosphor,1667
6,654876,6915,jme,phosphor,1667
7,697024,7931,jme,phosphor,1667
8,725492,5868,jme,phosphor,1667
9,725716,5744,jme,phosphor,1667
5,667024,1461,tomcat,galette,541
6,683096,1471,tomcat,galette,541
7,670236,1391,tomcat,galette,541
8,671464,1342,tomcat,galette,541
9,673000,1313,tomcat,galette,541
5,323108,4319,sunflow,galette,204
6,336184,4337,sunflow,galette,204
7,361888,4331,sunflow,galette,204
8,373852,4433,sunflow,galette,204
9,363900,4426,sunflow,galette,204
5,839664,113899,h2,mirror-taint,468
6,1104480,121729,h2,mirror-taint,468
7,742188,124262,h2,mirror-taint,468
8,742272,113709,h2,mirror-taint,468
9,743088,114617,h2,mirror-taint,468
5,581428,3758,biojava,galette,443
6,582680,3752,biojava,galette,443
7,584696,3811,biojava,galette,443
8,573228,3723,biojava,galette,443
9,581428,3792,biojava,galette,443
5,278936,1021,jme,none,764
6,297364,1261,jme,none,764
7,273764,1272,jme,none,764
8,291588,400,jme,none,764
9,280564,689,jme,none,764
5,261412,361,pmd,galette,958
6,261940,362,pmd,galette,958
7,266728,356,pmd,galette,958
8,263264,321,pmd,galette,958
9,264220,312,pmd,galette,958
5,710280,5939,jme,galette,701
6,712444,5606,jme,galette,701
7,752448,4074,jme,galette,701
8,776268,4699,jme,galette,701
9,745372,5689,jme,galette,701
5,577024,6144,jme,phosphor,911
6,575624,4501,jme,phosphor,911
7,582756,5793,jme,phosphor,911
8,621028,4950,jme,phosphor,911
9,621224,5044,jme,phosphor,911
5,783936,1226,h2,phosphor,69
6,785924,1100,h2,phosphor,69
7,803968,1071,h2,phosphor,69
8,807972,1072,h2,phosphor,69
9,825624,979,h2,phosphor,69
5,386220,2636,biojava,phosphor,1409
6,369372,2575,biojava,phosphor,1409
7,403260,3338,biojava,phosphor,1409
8,385960,2391,biojava,phosphor,1409
9,407216,2594,biojava,phosphor,1409
5,601912,5533,jme,phosphor,1499
6,639168,5762,jme,phosphor,1499
7,682288,6036,jme,phosphor,1499
8,720840,4764,jme,phosphor,1499
9,720988,4479,jme,phosphor,1499
5,594032,1796,lusearch,galette,453
6,775520,1776,lusearch,galette,453
7,731756,1793,lusearch,galette,453
8,737528,1888,lusearch,galette,453
9,756904,1754,lusearch,galette,453
5,206952,212,lusearch,none,516
6,206516,166,lusearch,none,516
7,206456,141,lusearch,none,516
8,201760,156,lusearch,none,516
9,199940,146,lusearch,none,516
5,367272,436,graphchi,none,845
6,335568,468,graphchi,none,845
7,458532,501,graphchi,none,845
8,361176,473,graphchi,none,845
9,465996,438,graphchi,none,845
5,539656,7748,graphchi,phosphor,236
6,517400,7325,graphchi,phosphor,236
7,549184,7423,graphchi,phosphor,236
8,545876,7010,graphchi,phosphor,236
9,546416,6977,graphchi,phosphor,236
5,409852,337,jython,none,93
6,417268,342,jython,none,93
7,437200,346,jython,none,93
8,421040,334,jython,none,93
9,414344,331,jython,none,93
5,2195112,947830,batik,mirror-taint,211
6,2008856,910728,batik,mirror-taint,211
7,2414432,866215,batik,mirror-taint,211
8,2379140,845006,batik,mirror-taint,211
9,2139244,841325,batik,mirror-taint,211
5,786208,1365,h2,phosphor,1245
6,799860,1150,h2,phosphor,1245
7,805092,1005,h2,phosphor,1245
8,812800,1119,h2,phosphor,1245
9,829076,960,h2,phosphor,1245
5,158360,283,sunflow,none,1359
6,156416,309,sunflow,none,1359
7,178784,331,sunflow,none,1359
8,163488,306,sunflow,none,1359
9,170260,312,sunflow,none,1359
5,338956,6536,avrora,phosphor,903
6,340840,6717,avrora,phosphor,903
7,335136,6827,avrora,phosphor,903
8,335232,6695,avrora,phosphor,903
9,335356,6452,avrora,phosphor,903
5,207956,4774,avrora,galette,525
6,205060,4491,avrora,galette,525
7,214880,4723,avrora,galette,525
8,288864,5110,avrora,galette,525
9,294748,4478,avrora,galette,525
5,559012,7693,graphchi,phosphor,152
6,559128,7459,graphchi,phosphor,152
7,555044,7441,graphchi,phosphor,152
8,559348,7543,graphchi,phosphor,152
9,555068,7732,graphchi,phosphor,152
5,929792,115591,h2,mirror-taint,48
6,814708,114825,h2,mirror-taint,48
7,717968,112561,h2,mirror-taint,48
8,718040,110130,h2,mirror-taint,48
9,814920,112536,h2,mirror-taint,48
5,130848,161,xalan,none,859
6,149396,353,xalan,none,859
7,138788,336,xalan,none,859
8,144956,325,xalan,none,859
9,137388,475,xalan,none,859
5,2514332,4261,jython,galette,450
6,2783892,4410,jython,galette,450
7,3167012,4692,jython,galette,450
8,3383700,4420,jython,galette,450
9,3633060,4368,jython,galette,450
5,1167708,7891430,sunflow,mirror-taint,225
6,1546616,7900183,sunflow,mirror-taint,225
7,1287020,7900673,sunflow,mirror-taint,225
8,1315828,7891845,sunflow,mirror-taint,225
9,1302924,7873515,sunflow,mirror-taint,225
5,1488020,2069,tradebeans,galette,1466
6,1489000,1931,tradebeans,galette,1466
7,1489920,1925,tradebeans,galette,1466
8,1490496,1784,tradebeans,galette,1466
9,1490840,1605,tradebeans,galette,1466
5,295448,404,fop,galette,25
6,297556,395,fop,galette,25
7,299588,375,fop,galette,25
8,300844,312,fop,galette,25
9,305216,295,fop,galette,25
5,1513656,4520,tradesoap,galette,207
6,1614968,3566,tradesoap,galette,207
7,1530096,3244,tradesoap,galette,207
8,1528424,3348,tradesoap,galette,207
9,1529936,3894,tradesoap,galette,207
5,661692,641,h2,galette,615
6,673932,700,h2,galette,615
7,695068,629,h2,galette,615
8,759632,669,h2,galette,615
9,734648,544,h2,galette,615
5,630708,197,tradebeans,none,1025
6,631972,177,tradebeans,none,1025
7,633120,154,tradebeans,none,1025
8,633712,139,tradebeans,none,1025
9,634012,135,tradebeans,none,1025
5,751540,130777,h2,mirror-taint,1476
6,758880,112492,h2,mirror-taint,1476
7,857120,124951,h2,mirror-taint,1476
8,976024,123810,h2,mirror-taint,1476
9,1286552,124839,h2,mirror-taint,1476
5,99384,196,zxing,none,1028
6,101616,175,zxing,none,1028
7,102460,199,zxing,none,1028
8,100468,149,zxing,none,1028
9,108716,671,zxing,none,1028
5,2581816,3707,jython,galette,30
6,3018104,3888,jython,galette,30
7,3404136,3415,jython,galette,30
8,3621032,3387,jython,galette,30
9,3630716,3269,jython,galette,30
5,429912,459,jython,none,1521
6,430536,412,jython,none,1521
7,449560,406,jython,none,1521
8,437680,415,jython,none,1521
9,437840,381,jython,none,1521
5,271340,798,zxing,galette,293
6,279880,679,zxing,galette,293
7,269208,648,zxing,galette,293
8,274140,724,zxing,galette,293
9,282540,687,zxing,galette,293
5,534484,6733,graphchi,phosphor,1244
6,547440,6801,graphchi,phosphor,1244
7,542368,6873,graphchi,phosphor,1244
8,542572,7037,graphchi,phosphor,1244
9,542628,6489,graphchi,phosphor,1244
5,1547860,4028,tradesoap,galette,291
6,1555424,3610,tradesoap,galette,291
7,1556576,3375,tradesoap,galette,291
8,1558072,3462,tradesoap,galette,291
9,1559360,3387,tradesoap,galette,291
5,292076,1140,zxing,galette,125
6,285288,767,zxing,galette,125
7,288096,724,zxing,galette,125
8,292636,727,zxing,galette,125
9,293812,714,zxing,galette,125
5,499472,3515,batik,galette,1534
6,549344,3320,batik,galette,1534
7,522784,3408,batik,galette,1534
8,571860,3077,batik,galette,1534
9,631896,3203,batik,galette,1534
5,655164,4080,jme,galette,1625
6,670488,4306,jme,galette,1625
7,713296,3994,jme,galette,1625
8,763852,3441,jme,galette,1625
9,743928,3190,jme,galette,1625
5,455996,510,graphchi,none,509
6,394608,533,graphchi,none,509
7,406072,584,graphchi,none,509
8,387116,496,graphchi,none,509
9,408124,471,graphchi,none,509
5,485184,917,fop,phosphor,1663
6,486504,805,fop,phosphor,1663
7,487528,729,fop,phosphor,1663
8,492504,698,fop,phosphor,1663
9,495196,656,fop,phosphor,1663
5,117648,115,xalan,none,1111
6,129572,104,xalan,none,1111
7,122604,111,xalan,none,1111
8,126604,92,xalan,none,1111
9,121628,143,xalan,none,1111
5,676908,2770,tomcat,galette,1633
6,659536,2220,tomcat,galette,1633
7,674904,2239,tomcat,galette,1633
8,676368,2203,tomcat,galette,1633
9,677120,1843,tomcat,galette,1633
5,452116,617,fop,phosphor,739
6,455948,710,fop,phosphor,739
7,458976,611,fop,phosphor,739
8,461568,539,fop,phosphor,739
9,464416,590,fop,phosphor,739
5,364064,2036,biojava,phosphor,1325
6,408428,2127,biojava,phosphor,1325
7,380176,2049,biojava,phosphor,1325
8,439944,2204,biojava,phosphor,1325
9,405984,2060,biojava,phosphor,1325
5,295132,617,zxing,galette,881
6,295224,557,zxing,galette,881
7,291524,609,zxing,galette,881
8,303908,586,zxing,galette,881
9,300892,608,zxing,galette,881
5,206500,309,lusearch,none,1608
6,227280,359,lusearch,none,1608
7,227448,293,lusearch,none,1608
8,229984,265,lusearch,none,1608
9,243932,666,lusearch,none,1608
5,137048,491,xalan,none,607
6,135340,502,xalan,none,607
7,144736,479,xalan,none,607
8,141804,398,xalan,none,607
9,142748,410,xalan,none,607
5,665248,10197,h2o,galette,1540
6,742228,10319,h2o,galette,1540
7,688560,10573,h2o,galette,1540
8,689804,10234,h2o,galette,1540
9,689852,10239,h2o,galette,1540
5,677952,1852,lusearch,galette,789
6,776672,1952,lusearch,galette,789
7,726536,1801,lusearch,galette,789
8,737812,1829,lusearch,galette,789
9,731728,1648,lusearch,galette,789
5,728100,10005,h2o,galette,532
6,613000,9905,h2o,galette,532
7,673092,9756,h2o,galette,532
8,760740,9794,h2o,galette,532
9,747860,9862,h2o,galette,532
5,351356,707,xalan,phosphor,1174
6,351692,518,xalan,phosphor,1174
7,352196,510,xalan,phosphor,1174
8,352460,533,xalan,phosphor,1174
9,352752,472,xalan,phosphor,1174
5,283912,918,jme,none,92
6,302248,1133,jme,none,92
7,314528,1100,jme,none,92
8,256872,530,jme,none,92
9,284528,1194,jme,none,92
5,633760,10488,luindex,phosphor,1334
6,526904,10305,luindex,phosphor,1334
7,558064,10310,luindex,phosphor,1334
8,658100,10292,luindex,phosphor,1334
9,575852,10471,luindex,phosphor,1334
5,925804,1327,h2,phosphor,321
6,932328,1095,h2,phosphor,321
7,935612,957,h2,phosphor,321
8,932256,938,h2,phosphor,321
9,936680,937,h2,phosphor,321
5,899736,1543,h2,phosphor,657
6,902308,1246,h2,phosphor,657
7,904096,1431,h2,phosphor,657
8,904648,1083,h2,phosphor,657
9,918592,1076,h2,phosphor,657
5,1461096,1285,tradebeans,galette,38
6,1465508,1257,tradebeans,galette,38
7,1466100,1135,tradebeans,galette,38
8,1466680,1110,tradebeans,galette,38
9,1467136,1035,tradebeans,galette,38
5,224492,1096,luindex,none,1271
6,238604,3373,luindex,none,1271
7,223240,4793,luindex,none,1271
8,221604,5138,luindex,none,1271
9,309480,5708,luindex,none,1271
5,248920,513,pmd,galette,1630
6,249156,455,pmd,galette,1630
7,249504,478,pmd,galette,1630
8,254948,433,pmd,galette,1630
9,254488,499,pmd,galette,1630
5,418468,465,jython,none,1101
6,438668,446,jython,none,1101
7,419320,408,jython,none,1101
8,439284,412,jython,none,1101
9,420188,405,jython,none,1101
5,1487172,26351,tomcat,mirror-taint,982
6,1146876,23261,tomcat,mirror-taint,982
7,1550628,22112,tomcat,mirror-taint,982
8,1484604,22354,tomcat,mirror-taint,982
9,1150808,23369,tomcat,mirror-taint,982
5,476472,2443,lusearch,galette,1461
6,545952,3018,lusearch,galette,1461
7,560648,2667,lusearch,galette,1461
8,787708,2561,lusearch,galette,1461
9,775100,2660,lusearch,galette,1461
5,412652,1892,lusearch,phosphor,579
6,412376,1652,lusearch,phosphor,579
7,414320,1732,lusearch,phosphor,579
8,415120,1660,lusearch,phosphor,579
9,415080,1720,lusearch,phosphor,579
5,156420,321,sunflow,none,687
6,158884,350,sunflow,none,687
7,169136,333,sunflow,none,687
8,173788,328,sunflow,none,687
9,188812,387,sunflow,none,687
5,458052,596,fop,phosphor,907
6,460704,629,fop,phosphor,907
7,463820,586,fop,phosphor,907
8,467364,582,fop,phosphor,907
9,469880,546,fop,phosphor,907
5,122844,111,pmd,none,349
6,134268,136,pmd,none,349
7,135900,98,pmd,none,349
8,137448,86,pmd,none,349
9,133480,57,pmd,none,349
5,113544,199,zxing,none,860
6,114540,145,zxing,none,860
7,111016,150,zxing,none,860
8,114144,135,zxing,none,860
9,112760,150,zxing,none,860
5,260160,277,eclipse,none,3
6,225552,325,eclipse,none,3
7,228696,181,eclipse,none,3
8,231128,157,eclipse,none,3
9,237676,326,eclipse,none,3
5,1491844,4647,graphchi,galette,1454
6,986400,4102,graphchi,galette,1454
7,1426500,5035,graphchi,galette,1454
8,930012,4575,graphchi,galette,1454
9,913408,4137,graphchi,galette,1454
5,1072816,116365,h2,mirror-taint,1308
6,721636,134096,h2,mirror-taint,1308
7,729176,112854,h2,mirror-taint,1308
8,722256,111103,h2,mirror-taint,1308
9,729832,112411,h2,mirror-taint,1308
5,601520,11675,h2o,galette,784
6,687020,11491,h2o,galette,784
7,658888,11941,h2o,galette,784
8,652432,11921,h2o,galette,784
9,687164,11493,h2o,galette,784
5,1462092,1774,tradebeans,galette,1634
6,1462328,1655,tradebeans,galette,1634
7,1467664,1535,tradebeans,galette,1634
8,1471320,1398,tradebeans,galette,1634
9,1477188,1409,tradebeans,galette,1634
5,219772,762,luindex,none,347
6,220548,741,luindex,none,347
7,220732,812,luindex,none,347
8,220468,789,luindex,none,347
9,224396,779,luindex,none,347
5,721464,2417,lusearch,galette,1209
6,722788,2421,lusearch,galette,1209
7,727864,2302,lusearch,galette,1209
8,793284,2236,lusearch,galette,1209
9,728088,2709,lusearch,galette,1209
5,840988,3002,graphchi,galette,1622
6,692164,2881,graphchi,galette,1622
7,706856,2868,graphchi,galette,1622
8,956720,3013,graphchi,galette,1622
9,857384,3026,graphchi,galette,1622
5,325140,5399,avrora,phosphor,651
6,326444,5352,avrora,phosphor,651
7,326864,5497,avrora,phosphor,651
8,327064,5635,avrora,phosphor,651
9,338812,5249,avrora,phosphor,651
5,2572604,5026,jython,galette,1374
6,2873856,4580,jython,galette,1374
7,3230012,4766,jython,galette,1374
8,3475944,4464,jython,galette,1374
9,3640192,4057,jython,galette,1374
5,1418412,7794584,sunflow,mirror-taint,1653
6,1336476,7802524,sunflow,mirror-taint,1653
7,1507148,7792794,sunflow,mirror-taint,1653
8,1447652,7864001,sunflow,mirror-taint,1653
9,1765684,7824653,sunflow,mirror-taint,1653
5,649188,5215,jme,galette,1205
6,649860,5157,jme,galette,1205
7,666720,3866,jme,galette,1205
8,700960,4703,jme,galette,1205
9,683916,4584,jme,galette,1205
5,832920,2943,graphchi,galette,1118
6,840836,2929,graphchi,galette,1118
7,857284,3031,graphchi,galette,1118
8,826632,3055,graphchi,galette,1118
9,1222256,3105,graphchi,galette,1118
5,248152,395,pmd,galette,202
6,248732,400,pmd,galette,202
7,249456,401,pmd,galette,202
8,253532,377,pmd,galette,202
9,254796,352,pmd,galette,202
5,1333628,7808983,sunflow,mirror-taint,57
6,1334896,7796582,sunflow,mirror-taint,57
7,1302752,7790829,sunflow,mirror-taint,57
8,1375752,7809229,sunflow,mirror-taint,57
9,1317256,7789499,sunflow,mirror-taint,57
5,817192,675415,lusearch,mirror-taint,1650
6,824516,667677,lusearch,mirror-taint,1650
7,800556,608828,lusearch,mirror-taint,1650
8,879780,613618,lusearch,mirror-taint,1650
9,850240,613293,lusearch,mirror-taint,1650
5,697792,4389,jme,galette,29
6,703920,3966,jme,galette,29
7,700108,4280,jme,galette,29
8,785120,3585,jme,galette,29
9,753724,3360,jme,galette,29
5,316768,474,fop,galette,1453
6,318532,404,fop,galette,1453
7,319188,350,fop,galette,1453
8,319512,309,fop,galette,1453
9,320700,347,fop,galette,1453
5,156616,356,sunflow,none,1275
6,162548,417,sunflow,none,1275
7,166332,352,sunflow,none,1275
8,169928,367,sunflow,none,1275
9,171400,379,sunflow,none,1275
5,540736,3061,batik,galette,22
6,569200,3030,batik,galette,22
7,569872,2961,batik,galette,22
8,632428,2972,batik,galette,22
9,623212,2932,batik,galette,22
5,2403512,3971456,jme,mirror-taint,470
6,2574808,3987802,jme,mirror-taint,470
7,2602900,3987856,jme,mirror-taint,470
8,2567368,3996157,jme,mirror-taint,470
9,2301700,4032215,jme,mirror-taint,470
5,120592,324,xalan,none,103
6,119584,379,xalan,none,103
7,120948,340,xalan,none,103
8,133120,268,xalan,none,103
9,118780,288,xalan,none,103
5,695528,10365,luindex,phosphor,1502
6,520744,9913,luindex,phosphor,1502
7,570376,9891,luindex,phosphor,1502
8,785952,10052,luindex,phosphor,1502
9,539204,10222,luindex,phosphor,1502
5,1341072,7812629,sunflow,mirror-taint,813
6,1360188,7806401,sunflow,mirror-taint,813
7,1349848,7797532,sunflow,mirror-taint,813
8,1260696,7803434,sunflow,mirror-taint,813
9,1306728,7801771,sunflow,mirror-taint,813
5,337256,148,h2,none,1182
6,338108,128,h2,none,1182
7,338652,140,h2,none,1182
8,339528,117,h2,none,1182
9,339976,126,h2,none,1182
5,430696,406,jython,none,1269
6,410004,389,jython,none,1269
7,428676,428,jython,none,1269
8,408140,376,jython,none,1269
9,408528,395,jython,none,1269
5,2460444,4051731,jme,mirror-taint,1646
6,2912008,4055461,jme,mirror-taint,1646
7,2506356,4043647,jme,mirror-taint,1646
8,2519900,4041410,jme,mirror-taint,1646
9,2596900,4013608,jme,mirror-taint,1646
5,211604,257,batik,none,1261
6,214656,230,batik,none,1261
7,235872,193,batik,none,1261
8,238052,192,batik,none,1261
9,238392,190,batik,none,1261
5,815884,316,spring,galette,455
6,816932,323,spring,galette,455
7,817608,293,spring,galette,455
8,818208,296,spring,galette,455
9,815644,304,spring,galette,455
5,1559972,5556,tradesoap,galette,627
6,1570560,5298,tradesoap,galette,627
7,1592568,4940,tradesoap,galette,627
8,1595736,4999,tradesoap,galette,627
9,1597856,4772,tradesoap,galette,627
5,2569344,5403,jython,galette,1038
6,2777056,5355,jython,galette,1038
7,3049812,4526,jython,galette,1038
8,3328136,4448,jython,galette,1038
9,3710672,4692,jython,galette,1038
5,828508,258,spring,galette,623
6,831296,294,spring,galette,623
7,832420,257,spring,galette,623
8,833384,232,spring,galette,623
9,834356,244,spring,galette,623
5,737068,686,h2,galette,1455
6,742228,738,h2,galette,1455
7,752964,636,h2,galette,1455
8,763008,753,h2,galette,1455
9,803392,681,h2,galette,1455
5,651168,1879,tomcat,galette,1045
6,667144,1824,tomcat,galette,1045
7,677264,2239,tomcat,galette,1045
8,672732,1570,tomcat,galette,1045
9,671984,1930,tomcat,galette,1045
5,679464,694,tradesoap,none,1194
6,680832,568,tradesoap,none,1194
7,681472,496,tradesoap,none,1194
8,681580,443,tradesoap,none,1194
9,681592,469,tradesoap,none,1194
5,649584,1927,lusearch,galette,621
6,655880,2021,lusearch,galette,621
7,667764,1825,lusearch,galette,621
8,661728,1721,lusearch,galette,621
9,661068,1685,lusearch,galette,621
5,576960,185,tradebeans,none,1529
6,579176,168,tradebeans,none,1529
7,579592,137,tradebeans,none,1529
8,581040,167,tradebeans,none,1529
9,589468,130,tradebeans,none,1529
5,1491480,1430,tradebeans,galette,206
6,1492736,1352,tradebeans,galette,206
7,1493312,1187,tradebeans,galette,206
8,1494028,1696,tradebeans,galette,206
9,1494516,1033,tradebeans,galette,206
5,308912,734,fop,galette,1201
6,311804,633,fop,galette,1201
7,313808,511,fop,galette,1201
8,314400,566,fop,galette,1201
9,314760,731,fop,galette,1201
5,2190972,3950268,jme,mirror-taint,1058
6,2428036,3957271,jme,mirror-taint,1058
7,2708688,3962796,jme,mirror-taint,1058
8,2621832,3959589,jme,mirror-taint,1058
9,2413824,3958314,jme,mirror-taint,1058
5,402840,2029,biojava,phosphor,821
6,429952,2058,biojava,phosphor,821
7,406876,2056,biojava,phosphor,821
8,407112,2067,biojava,phosphor,821
9,424852,2055,biojava,phosphor,821
5,669324,4580,jme,galette,197
6,700004,3753,jme,galette,197
7,663852,4377,jme,galette,197
8,715944,3949,jme,galette,197
9,691948,4449,jme,galette,197
5,744020,118286,h2,mirror-taint,1056
6,732808,114035,h2,mirror-taint,1056
7,733668,113152,h2,mirror-taint,1056
8,733976,120838,h2,mirror-taint,1056
9,734272,127676,h2,mirror-taint,1056
5,210208,582,jme,none,1100
6,277320,984,jme,none,1100
7,287128,971,jme,none,1100
8,220300,532,jme,none,1100
9,287428,990,jme,none,1100
5,832264,244,spring,galette,875
6,833236,259,spring,galette,875
7,834216,250,spring,galette,875
8,835032,263,spring,galette,875
9,835736,249,spring,galette,875
5,556560,4160,biojava,galette,863
6,536736,4193,biojava,galette,863
7,564160,4112,biojava,galette,863
8,527356,4049,biojava,galette,863
9,539904,4021,biojava,galette,863
5,249976,386,pmd,galette,1042
6,253112,422,pmd,galette,1042
7,251796,336,pmd,galette,1042
8,252096,347,pmd,galette,1042
9,253480,342,pmd,galette,1042
5,408512,68,spring,none,14
6,408804,78,spring,none,14
7,409124,94,spring,none,14
8,409508,79,spring,none,14
9,409868,94,spring,none,14
5,328900,199,h2,none,762
6,331416,182,h2,none,762
7,333092,148,h2,none,762
8,334712,150,h2,none,762
9,335716,141,h2,none,762
5,130860,93,fop,none,760
6,135188,87,fop,none,760
7,136600,85,fop,none,760
8,138632,62,fop,none,760
9,139012,62,fop,none,760
5,242288,290,batik,none,1093
6,258512,385,batik,none,1093
7,268936,250,batik,none,1093
